"id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp"
"jonesda01",1910,1,"DET","AL",113,377,77,100,6,6,0,24,25,NA,51,NA,NA,6,9,NA,NA
"lajoina01",1910,1,"CLE","AL",159,591,94,227,51,7,4,76,26,NA,60,NA,NA,5,21,NA,NA
"mcbrige01",1910,1,"WS1","AL",154,514,54,118,19,4,1,55,11,NA,61,NA,NA,8,26,NA,NA
"mcguide01",1910,1,"CLE","AL",1,3,0,1,0,0,0,0,0,NA,0,NA,NA,1,0,NA,NA
"mcinnst01",1910,1,"PHA","AL",38,73,10,22,2,4,0,12,3,NA,7,NA,NA,0,1,NA,NA
"milancl01",1910,1,"WS1","AL",142,531,89,148,17,6,0,16,44,NA,71,NA,NA,15,7,NA,NA
"mullige01",1910,1,"DET","AL",50,129,15,33,6,2,1,11,1,NA,8,NA,NA,0,0,NA,NA
"murphda02",1910,1,"PHA","AL",151,560,70,168,28,18,4,64,18,NA,31,NA,NA,1,21,NA,NA
"oconnja01",1910,1,"SLA","AL",1,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"peckiro01",1910,1,"CLE","AL",15,45,1,9,0,0,0,6,3,NA,1,NA,NA,1,3,NA,NA
"planked01",1910,1,"PHA","AL",38,86,6,11,2,0,0,8,0,NA,2,NA,NA,4,2,NA,NA
"powelja01",1910,1,"SLA","AL",21,43,2,7,0,0,0,3,0,NA,1,NA,NA,0,1,NA,NA
"quinnja01",1910,1,"NYA","AL",35,82,9,19,4,2,0,10,2,NA,6,NA,NA,0,4,NA,NA
"schaege01",1910,1,"WS1","AL",74,229,27,63,6,5,0,14,17,NA,25,NA,NA,2,9,NA,NA
"speaktr01",1910,1,"BOS","AL",141,538,92,183,20,14,7,65,35,NA,52,NA,NA,6,12,NA,NA
"strunam01",1910,1,"PHA","AL",16,48,9,16,0,1,0,2,4,NA,3,NA,NA,0,1,NA,NA
"sullibi03",1910,1,"CHA","AL",45,142,10,26,4,1,0,6,0,NA,7,NA,NA,1,1,NA,NA
"turnete01",1910,1,"CLE","AL",150,574,71,132,14,6,0,33,31,NA,53,NA,NA,5,19,NA,NA
"wallabo01",1910,1,"SLA","AL",138,508,47,131,19,7,0,37,12,NA,49,NA,NA,1,10,NA,NA
"youngcy01",1910,1,"CLE","AL",21,55,0,8,3,1,0,5,0,NA,3,NA,NA,1,3,NA,NA
"adamsba01",1910,1,"PIT","NL",34,83,9,16,3,0,0,6,0,NA,9,23,NA,0,5,NA,NA
"amesre01",1910,1,"NY1","NL",33,62,1,11,1,0,1,6,0,NA,1,21,NA,0,2,NA,NA
"bentoru01",1910,1,"CIN","NL",12,11,0,1,0,0,0,0,0,NA,0,6,NA,0,0,NA,NA
"bresnro01",1910,1,"SLN","NL",88,234,35,65,15,3,0,27,13,NA,55,17,NA,2,8,NA,NA
"brownmo01",1910,1,"CHN","NL",46,103,9,18,1,2,0,6,1,NA,6,17,NA,0,6,NA,NA
"careyma01",1910,1,"PIT","NL",2,6,2,3,0,1,0,2,0,NA,2,1,NA,0,0,NA,NA
"chancfr01",1910,1,"CHN","NL",88,295,54,88,12,8,0,36,16,NA,37,15,NA,10,6,NA,NA
"clarkfr01",1910,1,"PIT","NL",123,429,57,113,23,9,2,63,12,NA,53,23,NA,4,29,NA,NA
"dahlebi01",1910,1,"BRO","NL",3,2,0,0,0,0,0,0,0,NA,0,0,NA,0,1,NA,NA
"daubeja01",1910,1,"BRO","NL",144,552,67,146,15,15,8,50,23,NA,47,53,NA,5,31,NA,NA
"dooinre01",1910,1,"PHI","NL",103,331,30,80,13,4,0,30,10,NA,22,17,NA,0,4,NA,NA
"doolami01",1910,1,"PHI","NL",148,536,58,141,31,6,2,57,16,NA,35,56,NA,6,12,NA,NA
"doylela01",1910,1,"NY1","NL",151,575,97,164,21,14,8,69,39,NA,71,26,NA,5,19,NA,NA
"eversjo01",1910,1,"CHN","NL",125,433,87,114,11,7,0,28,28,NA,108,18,NA,2,13,NA,NA
"gowdyha01",1910,1,"NY1","NL",7,14,1,3,1,0,0,2,1,NA,2,3,NA,0,0,NA,NA
"griffcl01",1910,1,"CIN","NL",1,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA
"herzobu01",1910,1,"BSN","NL",106,380,51,95,20,3,3,32,13,NA,30,34,NA,15,20,NA,NA
"hofmaso01",1910,1,"CHN","NL",136,477,83,155,24,16,3,86,29,NA,65,34,NA,0,30,NA,NA
"keelewi01",1910,1,"NY1","NL",19,10,5,3,0,0,0,0,1,NA,3,1,NA,0,1,NA,NA
"koneted01",1910,1,"SLN","NL",144,520,87,157,23,16,3,78,18,NA,78,59,NA,4,11,NA,NA
"leachto01",1910,1,"PIT","NL",135,529,83,143,24,5,4,52,18,NA,38,62,NA,0,20,NA,NA
"mageesh01",1910,1,"PHI","NL",154,519,110,172,39,17,6,123,49,NA,94,36,NA,12,22,NA,NA
"marquru01",1910,1,"NY1","NL",13,27,1,3,1,0,0,0,0,NA,1,8,NA,0,2,NA,NA
"mathech01",1910,1,"NY1","NL",38,107,9,25,5,1,1,10,1,NA,12,13,NA,1,4,NA,NA
"merklfr01",1910,1,"NY1","NL",144,506,75,148,35,14,4,70,23,NA,44,59,NA,3,19,NA,NA
"mooreea01",1910,1,"PHI","NL",46,87,2,20,2,1,0,6,1,NA,6,28,NA,0,8,NA,NA
"paskedo01",1910,1,"CIN","NL",144,506,63,152,21,5,2,46,51,NA,70,60,NA,3,16,NA,NA
"sallesl01",1910,1,"SLN","NL",18,37,3,4,0,0,0,0,0,NA,2,8,NA,0,2,NA,NA
"schulfr01",1910,1,"CHN","NL",151,559,93,168,29,15,10,68,22,NA,39,57,NA,3,27,NA,NA
"seymocy01",1910,1,"NY1","NL",79,287,32,76,9,4,1,40,10,NA,23,18,NA,2,10,NA,NA
"sheckji01",1910,1,"CHN","NL",144,507,82,130,27,6,5,51,22,NA,83,53,NA,5,31,NA,NA
"tinkejo01",1910,1,"CHN","NL",134,473,48,136,25,9,3,69,20,NA,24,35,NA,0,18,NA,NA
"wagneho01",1910,1,"PIT","NL",150,556,90,178,34,8,4,81,24,NA,59,47,NA,5,20,NA,NA
"wheatza01",1910,1,"BRO","NL",156,606,78,172,36,15,2,55,16,NA,47,80,NA,6,11,NA,NA
"wilsoar01",1910,1,"NY1","NL",26,52,10,14,4,1,0,5,2,NA,9,6,NA,1,3,NA,NA
"ainsmed01",1911,1,"WS1","AL",61,149,12,33,2,3,0,14,5,NA,10,NA,NA,1,3,NA,NA
"austiji01",1911,1,"SLA","AL",148,541,84,141,25,11,2,45,26,NA,69,NA,NA,6,34,NA,NA
"bendech01",1911,1,"PHA","AL",32,79,9,13,0,0,0,8,2,NA,2,NA,NA,1,5,NA,NA
"bushdo01",1911,1,"DET","AL",150,561,126,130,18,5,1,36,40,NA,98,NA,NA,3,30,NA,NA
"chaseha01",1911,1,"NYA","AL",133,527,82,166,32,7,3,62,36,NA,21,NA,NA,1,22,NA,NA
"cicoted01",1911,1,"BOS","AL",35,71,7,10,1,0,0,3,0,NA,8,NA,NA,0,5,NA,NA
"cobbty01",1911,1,"DET","AL",146,591,147,248,47,24,8,127,83,NA,44,NA,NA,8,11,NA,NA
"collied01",1911,1,"PHA","AL",132,493,92,180,22,13,3,73,38,NA,62,NA,NA,15,18,NA,NA
"collish01",1911,1,"CHA","AL",106,370,48,97,16,12,4,48,14,NA,20,NA,NA,5,19,NA,NA
"crawfsa01",1911,1,"DET","AL",146,574,109,217,36,14,7,115,37,NA,61,NA,NA,0,13,NA,NA
"davisha01",1911,1,"PHA","AL",57,183,27,36,9,1,1,22,2,NA,24,NA,NA,2,5,NA,NA
"delahji01",1911,1,"DET","AL",144,542,83,184,30,14,3,94,15,NA,56,NA,NA,10,20,NA,NA
"donovbi01",1911,1,"DET","AL",24,60,11,12,3,1,1,6,1,NA,11,NA,NA,0,1,NA,NA
"elberki01",1911,1,"WS1","AL",127,404,58,110,19,4,0,47,24,NA,65,NA,NA,25,13,NA,NA
"gardnla01",1911,1,"BOS","AL",138,492,80,140,17,8,4,44,27,NA,64,NA,NA,5,32,NA,NA
"hamilea01",1911,1,"SLA","AL",32,56,2,6,2,0,0,0,0,NA,11,NA,NA,0,1,NA,NA
"hoopeha01",1911,1,"BOS","AL",130,524,93,163,20,6,4,45,38,NA,73,NA,NA,4,13,NA,NA
"hugheto01",1911,1,"WS1","AL",34,81,5,15,1,1,1,5,0,NA,1,NA,NA,0,2,NA,NA
"johnswa01",1911,1,"WS1","AL",42,128,18,30,5,3,1,15,1,NA,0,NA,NA,0,6,NA,NA
"jonesda01",1911,1,"DET","AL",98,341,78,93,10,0,0,19,25,NA,41,NA,NA,2,7,NA,NA
"lajoina01",1911,1,"CLE","AL",90,315,36,115,20,1,2,60,13,NA,26,NA,NA,4,8,NA,NA
"mcbrige01",1911,1,"WS1","AL",154,557,58,131,11,4,0,59,15,NA,52,NA,NA,10,14,NA,NA
"mcinnst01",1911,1,"PHA","AL",126,468,76,150,20,10,3,77,23,NA,25,NA,NA,5,20,NA,NA
"milancl01",1911,1,"WS1","AL",154,616,109,194,24,8,3,35,58,NA,74,NA,NA,7,8,NA,NA
"mitchcl01",1911,1,"DET","AL",5,4,2,2,0,0,0,0,0,NA,1,NA,NA,0,0,NA,NA
"mogrige01",1911,1,"CHA","AL",4,5,1,2,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"mullige01",1911,1,"DET","AL",40,98,4,28,7,2,0,5,1,NA,10,NA,NA,0,1,NA,NA
"murphda02",1911,1,"PHA","AL",141,508,104,167,27,11,6,66,22,NA,50,NA,NA,8,27,NA,NA
"olsoniv01",1911,1,"CLE","AL",140,545,89,142,20,8,1,50,20,NA,34,NA,NA,6,25,NA,NA
"oneilst01",1911,1,"CLE","AL",9,27,1,4,1,0,0,1,2,NA,4,NA,NA,1,1,NA,NA
"pfeffje01",1911,1,"SLA","AL",2,4,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"planked01",1911,1,"PHA","AL",40,94,7,18,2,0,0,10,0,NA,5,NA,NA,0,6,NA,NA
"powelja01",1911,1,"SLA","AL",32,73,3,12,0,1,0,7,0,NA,2,NA,NA,0,4,NA,NA
"quinnja01",1911,1,"NYA","AL",40,61,4,10,2,0,1,5,1,NA,5,NA,NA,0,2,NA,NA
"schaege01",1911,1,"WS1","AL",125,440,74,147,14,7,0,45,22,NA,57,NA,NA,1,18,NA,NA
"speaktr01",1911,1,"BOS","AL",141,500,88,167,34,13,8,70,25,NA,59,NA,NA,13,17,NA,NA
"strunam01",1911,1,"PHA","AL",74,215,42,55,7,2,1,21,13,NA,35,NA,NA,1,18,NA,NA
"sullibi03",1911,1,"CHA","AL",89,256,26,55,9,3,0,31,1,NA,16,NA,NA,2,11,NA,NA
"turnete01",1911,1,"CLE","AL",117,417,59,105,16,9,0,28,29,NA,34,NA,NA,1,18,NA,NA
"wallabo01",1911,1,"SLA","AL",125,410,35,95,12,2,0,31,8,NA,46,NA,NA,2,6,NA,NA
"youngcy01",1911,1,"CLE","AL",7,16,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"adamsba01",1911,1,"PIT","NL",40,103,9,26,5,1,0,10,0,NA,3,17,NA,0,1,NA,NA
"alexape01",1911,1,"PHI","NL",50,138,12,24,5,1,0,9,1,NA,2,27,NA,0,0,NA,NA
"amesre01",1911,1,"NY1","NL",34,64,2,6,0,1,0,5,0,NA,5,12,NA,0,3,NA,NA
"bentoru01",1911,1,"CIN","NL",6,14,0,2,1,0,0,2,0,NA,0,6,NA,0,2,NA,NA
"bresnro01",1911,1,"SLN","NL",81,227,22,63,17,8,3,41,4,NA,45,19,NA,3,6,NA,NA
"brownge01",1911,1,"BRO","NL",8,12,1,4,0,0,0,2,2,NA,1,1,NA,0,0,NA,NA
"brownmo01",1911,1,"CHN","NL",53,91,8,23,4,1,0,6,0,NA,6,12,NA,0,3,NA,NA
"burnsge01",1911,1,"NY1","NL",6,17,2,1,0,0,0,0,0,NA,1,0,NA,0,1,NA,NA
"careyma01",1911,1,"PIT","NL",129,427,77,110,15,10,5,43,27,NA,44,75,NA,7,25,NA,NA
"chancfr01",1911,1,"CHN","NL",31,88,23,21,6,3,1,17,9,NA,25,13,NA,5,6,NA,NA
"clarkfr01",1911,1,"PIT","NL",110,392,73,127,25,13,5,49,10,NA,53,27,NA,2,13,NA,NA
"dahlebi01",1911,1,"BRO","NL",1,3,0,0,0,0,0,0,0,NA,0,3,NA,0,0,NA,NA
"daubeja01",1911,1,"BRO","NL",149,573,89,176,17,8,5,45,32,NA,51,56,NA,2,26,NA,NA
"dooinre01",1911,1,"PHI","NL",74,247,18,81,15,1,1,16,6,NA,14,12,NA,1,7,NA,NA
"doolami01",1911,1,"PHI","NL",146,512,51,122,23,6,1,49,14,NA,44,65,NA,2,16,NA,NA
"doylela01",1911,1,"NY1","NL",143,526,102,163,25,25,13,77,38,NA,71,39,NA,5,20,NA,NA
"eversjo01",1911,1,"CHN","NL",46,155,29,35,4,3,0,7,6,NA,34,10,NA,2,4,NA,NA
"gowdyha01",1911,1,"NY1","NL",4,4,1,1,1,0,0,0,0,NA,2,0,NA,0,0,NA,NA
"gowdyha01",1911,2,"BSN","NL",29,97,9,28,4,2,0,16,2,NA,4,19,NA,1,2,NA,NA
"herzobu01",1911,1,"BSN","NL",79,294,53,91,19,5,5,41,26,NA,33,21,NA,10,19,NA,NA
"herzobu01",1911,2,"NY1","NL",69,247,37,66,14,4,1,26,22,NA,14,19,NA,7,11,NA,NA
"hofmaso01",1911,1,"CHN","NL",143,512,66,129,17,2,2,70,30,NA,66,40,NA,3,24,NA,NA
"koneted01",1911,1,"SLN","NL",158,571,90,165,38,13,6,88,27,NA,81,63,NA,7,21,NA,NA
"leachto01",1911,1,"PIT","NL",108,386,60,92,12,6,3,43,19,NA,46,50,NA,2,12,NA,NA
"mageesh01",1911,1,"PHI","NL",121,445,79,128,32,5,15,94,22,NA,49,33,NA,6,14,NA,NA
"marquru01",1911,1,"NY1","NL",45,104,9,17,1,2,1,10,0,NA,2,23,NA,1,3,NA,NA
"mathech01",1911,1,"NY1","NL",45,112,12,22,2,0,0,12,2,NA,5,13,NA,1,3,NA,NA
"merklfr01",1911,1,"NY1","NL",149,541,80,153,24,10,12,84,49,NA,43,60,NA,6,14,NA,NA
"mooreea01",1911,1,"PHI","NL",42,101,2,11,0,0,0,4,0,NA,7,29,NA,0,3,NA,NA
"myershy01",1911,1,"BRO","NL",13,43,2,7,1,0,0,0,1,NA,2,3,NA,0,0,NA,NA
"paskedo01",1911,1,"PHI","NL",153,560,96,153,18,5,4,47,28,NA,70,70,NA,4,30,NA,NA
"raganpa01",1911,1,"BRO","NL",22,29,0,4,0,0,0,1,0,NA,1,11,NA,0,0,NA,NA
"sallesl01",1911,1,"SLN","NL",36,89,5,15,0,1,0,9,0,NA,3,28,NA,0,4,NA,NA
"schulfr01",1911,1,"CHN","NL",154,577,105,173,30,21,21,107,23,NA,76,71,NA,3,31,NA,NA
"severha01",1911,1,"CIN","NL",37,56,5,17,6,1,0,10,0,NA,3,6,NA,1,0,NA,NA
"sheckji01",1911,1,"CHN","NL",156,539,121,149,26,11,4,50,32,NA,147,58,NA,3,15,NA,NA
"smithsh01",1911,1,"PIT","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tanneje01",1911,1,"CIN","NL",1,1,0,0,0,0,0,0,0,NA,0,1,NA,0,0,NA,NA
"tennefr02",1911,1,"BSN","NL",102,369,52,97,13,4,1,36,5,NA,50,17,NA,1,12,NA,NA
"tinkejo01",1911,1,"CHN","NL",144,536,61,149,24,12,4,69,30,NA,39,31,NA,0,18,NA,NA
"wagneho01",1911,1,"PIT","NL",130,473,87,158,23,16,9,89,20,NA,67,34,NA,6,12,NA,NA
"wheatza01",1911,1,"BRO","NL",140,534,55,153,26,13,5,76,21,NA,29,58,NA,7,18,NA,NA
"wilsoar01",1911,1,"NY1","NL",66,109,17,33,9,1,1,17,6,NA,19,12,NA,1,5,NA,NA
"wingoiv01",1911,1,"SLN","NL",25,57,4,12,2,0,0,3,0,NA,3,7,NA,0,0,NA,NA
"youngcy01",1911,2,"BSN","NL",11,25,0,2,0,0,0,3,0,NA,0,8,NA,0,5,NA,NA
"ainsmed01",1912,1,"WS1","AL",61,186,22,42,7,2,0,22,4,NA,14,NA,NA,0,11,NA,NA
"altroni01",1912,1,"WS1","AL",1,1,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"austiji01",1912,1,"SLA","AL",149,536,57,135,14,8,2,44,28,NA,38,NA,NA,4,26,NA,NA
"bendech01",1912,1,"PHA","AL",27,60,5,9,1,1,0,4,2,NA,6,NA,NA,0,3,NA,NA
"bushdo01",1912,1,"DET","AL",144,511,107,118,14,8,2,38,35,NA,117,NA,NA,3,12,NA,NA
"bushjo01",1912,1,"PHA","AL",1,4,1,2,0,1,0,3,0,NA,0,NA,NA,0,0,NA,NA
"chaseha01",1912,1,"NYA","AL",131,522,61,143,21,9,4,58,33,NA,17,NA,NA,2,25,NA,NA
"cicoted01",1912,1,"BOS","AL",9,13,1,2,0,0,0,1,0,NA,4,NA,NA,0,0,NA,NA
"cicoted01",1912,2,"CHA","AL",20,53,10,13,2,0,0,3,0,NA,2,NA,NA,0,3,NA,NA
"cobbty01",1912,1,"DET","AL",140,553,120,226,30,23,7,83,61,NA,43,NA,NA,5,8,NA,NA
"collied01",1912,1,"PHA","AL",153,543,137,189,25,11,0,64,63,NA,101,NA,NA,0,29,NA,NA
"collish01",1912,1,"CHA","AL",153,579,75,168,34,10,2,81,26,NA,29,NA,NA,5,19,NA,NA
"crawfsa01",1912,1,"DET","AL",149,581,81,189,30,21,4,109,41,NA,42,NA,NA,2,19,NA,NA
"crigelo01",1912,1,"SLA","AL",1,2,1,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"daussho01",1912,1,"DET","AL",2,4,0,1,1,0,0,0,0,NA,1,NA,NA,1,0,NA,NA
"davisha01",1912,1,"CLE","AL",2,5,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"delahji01",1912,1,"DET","AL",79,266,34,76,14,1,0,41,9,NA,42,NA,NA,7,8,NA,NA
"donovbi01",1912,1,"DET","AL",6,13,3,1,0,0,0,0,0,NA,1,NA,NA,0,0,NA,NA
"fournja01",1912,1,"CHA","AL",35,73,6,14,5,2,0,2,1,NA,4,NA,NA,3,1,NA,NA
"gardnla01",1912,1,"BOS","AL",143,517,88,163,24,18,3,86,25,NA,56,NA,NA,1,16,NA,NA
"gleaski01",1912,1,"CHA","AL",1,2,0,1,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"griffcl01",1912,1,"WS1","AL",1,1,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"hamilea01",1912,1,"SLA","AL",41,73,5,13,1,0,0,4,0,NA,11,NA,NA,0,6,NA,NA
"hoopeha01",1912,1,"BOS","AL",147,590,98,143,20,12,2,53,29,NA,66,NA,NA,7,21,NA,NA
"hugheto01",1912,1,"WS1","AL",31,67,9,13,3,1,0,7,0,NA,6,NA,NA,0,3,NA,NA
"jennihu01",1912,1,"DET","AL",1,1,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"johnswa01",1912,1,"WS1","AL",55,144,16,38,6,4,2,20,2,NA,7,NA,NA,0,6,NA,NA
"jonesda01",1912,1,"DET","AL",99,316,54,93,5,2,0,24,16,NA,38,NA,NA,0,12,NA,NA
"lajoina01",1912,1,"CLE","AL",117,448,66,165,34,4,0,90,18,NA,28,NA,NA,7,17,NA,NA
"mcbrige01",1912,1,"WS1","AL",152,521,56,118,13,7,1,52,17,NA,38,NA,NA,7,19,NA,NA
"mcguide01",1912,1,"DET","AL",1,2,1,1,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA
"mcinnst01",1912,1,"PHA","AL",153,568,83,186,25,13,3,101,27,NA,49,NA,NA,3,29,NA,NA
"milancl01",1912,1,"WS1","AL",154,601,105,184,19,11,1,79,88,NA,63,NA,NA,5,5,NA,NA
"mogrige01",1912,1,"CHA","AL",17,16,1,2,0,0,0,1,0,NA,3,NA,NA,0,0,NA,NA
"mullige01",1912,1,"DET","AL",38,90,13,25,5,1,0,12,0,NA,17,NA,NA,0,2,NA,NA
"murphda02",1912,1,"PHA","AL",36,130,27,42,6,2,2,20,8,NA,16,NA,NA,1,4,NA,NA
"olsoniv01",1912,1,"CLE","AL",125,467,68,118,13,1,0,33,16,NA,21,NA,NA,4,30,NA,NA
"oneilst01",1912,1,"CLE","AL",69,215,17,49,4,0,0,14,2,NA,12,NA,NA,1,5,NA,NA
"peckiro01",1912,1,"CLE","AL",70,236,18,50,4,1,1,22,11,NA,16,NA,NA,0,6,NA,NA
"pennohe01",1912,1,"PHA","AL",17,15,1,2,1,0,0,0,0,NA,0,NA,NA,0,1,NA,NA
"planked01",1912,1,"PHA","AL",37,90,5,24,2,1,0,9,0,NA,4,NA,NA,1,11,NA,NA
"powelja01",1912,1,"SLA","AL",32,82,8,15,2,1,1,7,0,NA,5,NA,NA,1,1,NA,NA
"quinnja01",1912,1,"NYA","AL",18,39,4,8,0,0,0,3,0,NA,4,NA,NA,0,1,NA,NA
"schaege01",1912,1,"WS1","AL",60,166,21,41,7,3,0,19,11,NA,23,NA,NA,1,4,NA,NA
"schalra01",1912,1,"CHA","AL",23,63,7,18,2,0,0,8,2,NA,3,NA,NA,4,3,NA,NA
"speaktr01",1912,1,"BOS","AL",153,580,136,222,53,12,10,90,52,NA,82,NA,NA,6,7,NA,NA
"strunam01",1912,1,"PHA","AL",122,412,58,119,13,12,3,63,29,NA,47,NA,NA,3,25,NA,NA
"sullibi03",1912,1,"CHA","AL",41,91,9,19,2,1,0,15,0,NA,9,NA,NA,1,7,NA,NA
"turnete01",1912,1,"CLE","AL",103,370,54,114,14,4,0,33,19,NA,31,NA,NA,1,17,NA,NA
"veachbo01",1912,1,"DET","AL",23,79,8,27,5,1,0,15,2,NA,5,NA,NA,1,3,NA,NA
"wallabo01",1912,1,"SLA","AL",100,323,39,78,14,5,0,31,3,NA,43,NA,NA,1,5,NA,NA
"adamsba01",1912,1,"PIT","NL",28,53,5,12,3,1,0,3,0,NA,8,9,NA,0,1,NA,NA
"alexape01",1912,1,"PHI","NL",46,102,7,19,4,0,2,13,0,NA,6,14,NA,0,9,NA,NA
"amesre01",1912,1,"NY1","NL",33,58,6,13,3,0,0,3,1,NA,4,23,NA,0,1,NA,NA
"bentoru01",1912,1,"CIN","NL",50,104,6,14,3,0,0,9,1,NA,0,31,NA,1,3,NA,NA
"bresnro01",1912,1,"SLN","NL",48,108,8,36,7,2,1,15,4,NA,14,9,NA,2,0,NA,NA
"brownge01",1912,1,"PHI","NL",6,5,0,1,0,0,0,0,0,NA,1,0,NA,0,0,NA,NA
"brownmo01",1912,1,"CHN","NL",16,31,3,9,1,0,0,5,1,NA,2,6,NA,0,1,NA,NA
"burnsge01",1912,1,"NY1","NL",29,51,11,15,4,0,0,3,7,NA,8,8,NA,1,0,NA,NA
"careyma01",1912,1,"PIT","NL",150,587,114,177,23,8,5,66,45,NA,61,79,NA,5,37,NA,NA
"chancfr01",1912,1,"CHN","NL",2,5,2,1,0,0,0,0,1,NA,3,0,NA,0,1,NA,NA
"coopewi01",1912,1,"PIT","NL",6,13,0,2,0,0,0,1,0,NA,1,2,NA,0,2,NA,NA
"daubeja01",1912,1,"BRO","NL",145,559,81,172,19,16,3,66,29,NA,48,45,NA,6,14,NA,NA
"doakbi01",1912,1,"CIN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dooinre01",1912,1,"PHI","NL",69,184,20,43,9,0,0,22,8,NA,5,12,NA,2,4,NA,NA
"doolami01",1912,1,"PHI","NL",146,532,47,137,26,6,1,62,6,NA,34,59,NA,2,21,NA,NA
"doylela01",1912,1,"NY1","NL",143,558,98,184,33,8,10,90,36,NA,56,20,NA,2,13,NA,NA
"eversjo01",1912,1,"CHN","NL",143,478,73,163,23,11,1,63,16,NA,74,18,NA,2,14,NA,NA
"gonzami01",1912,1,"BSN","NL",1,2,0,0,0,0,0,0,0,NA,1,1,NA,0,0,NA,NA
"gowdyha01",1912,1,"BSN","NL",44,96,16,26,6,1,3,10,3,NA,16,13,NA,2,1,NA,NA
"grohhe01",1912,1,"NY1","NL",27,48,8,13,2,1,0,3,6,NA,8,7,NA,0,0,NA,NA
"herzobu01",1912,1,"NY1","NL",140,482,72,127,20,9,2,47,37,NA,57,34,NA,7,17,NA,NA
"hofmaso01",1912,1,"CHN","NL",36,125,28,34,11,0,0,18,5,NA,22,13,NA,1,2,NA,NA
"hofmaso01",1912,2,"PIT","NL",17,53,7,15,4,1,0,2,0,NA,5,6,NA,0,2,NA,NA
"koneted01",1912,1,"SLN","NL",143,538,81,169,26,13,8,82,25,NA,62,66,NA,4,17,NA,NA
"leachto01",1912,1,"PIT","NL",28,97,24,29,4,2,0,19,6,NA,12,9,NA,0,1,NA,NA
"leachto01",1912,2,"CHN","NL",82,265,50,64,10,3,2,32,14,NA,55,20,NA,3,6,NA,NA
"mageesh01",1912,1,"PHI","NL",132,464,79,142,25,9,6,66,30,NA,55,54,NA,7,29,NA,NA
"maranra01",1912,1,"BSN","NL",26,86,8,18,2,0,0,8,1,NA,9,14,NA,1,5,NA,NA
"marquru01",1912,1,"NY1","NL",43,96,14,21,2,0,0,8,2,NA,7,17,NA,1,9,NA,NA
"mathech01",1912,1,"NY1","NL",43,110,14,29,4,1,0,10,2,NA,6,8,NA,1,3,NA,NA
"merklfr01",1912,1,"NY1","NL",129,479,82,148,22,6,11,84,37,NA,42,70,NA,8,8,NA,NA
"mooreea01",1912,1,"PHI","NL",31,56,2,6,1,0,0,1,0,NA,2,20,NA,0,3,NA,NA
"paskedo01",1912,1,"PHI","NL",145,540,102,170,37,5,2,43,36,NA,91,67,NA,7,11,NA,NA
"raganpa01",1912,1,"BRO","NL",36,67,1,4,1,0,0,2,0,NA,1,26,NA,1,4,NA,NA
"rixeyep01",1912,1,"PHI","NL",23,53,3,9,2,0,0,1,0,NA,2,17,NA,0,2,NA,NA
"sallesl01",1912,1,"SLN","NL",48,103,9,14,2,1,0,0,0,NA,6,32,NA,1,2,NA,NA
"schulfr01",1912,1,"CHN","NL",139,553,90,146,27,11,12,64,17,NA,53,70,NA,7,19,NA,NA
"severha01",1912,1,"CIN","NL",50,114,10,27,0,3,0,13,0,NA,8,11,NA,0,4,NA,NA
"sheckji01",1912,1,"CHN","NL",146,523,85,128,22,10,3,47,15,NA,122,81,NA,5,10,NA,NA
"smithsh01",1912,1,"PIT","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"snydefr01",1912,1,"SLN","NL",11,18,2,2,0,0,0,0,1,NA,2,7,NA,0,0,NA,NA
"stengca01",1912,1,"BRO","NL",17,57,9,18,1,0,1,13,5,NA,15,9,NA,1,1,NA,NA
"tinkejo01",1912,1,"CHN","NL",142,550,80,155,24,7,0,75,25,NA,38,21,NA,2,34,NA,NA
"wagneho01",1912,1,"PIT","NL",145,558,91,181,35,20,7,102,26,NA,59,38,NA,6,11,NA,NA
"wheatza01",1912,1,"BRO","NL",123,453,70,138,28,7,8,65,16,NA,39,40,NA,6,7,NA,NA
"willicy01",1912,1,"CHN","NL",28,62,3,15,1,1,0,1,2,NA,6,14,NA,0,2,NA,NA
"wilsoar01",1912,1,"NY1","NL",65,121,17,35,6,0,3,19,2,NA,13,14,NA,0,6,NA,NA
